x,y,sigma,sigma_vee,psi
-3.875,-1.125,0.0004045832465479075,0.0004045832465479075,0.36458315636976235
-3.875,-1,0.00040329410199808425,0.0004032584842516314,0.3109991710099867
-3.875,-0.875,0.00040193372195535535,0.00040193372195535535,0.25741518565021321
-3.875,-0.75,0.00040095399938266187,0.00040081538619001357,0.21218074061366871
-3.875,-0.625,0.0004001719480474196,0.00039969705042467184,0.1669462955771264
-3.875,-0.5,0.00039857871465933011,0.00039857871465933011,0.12171185054058409
-3.875,-0.375,0.00039814827117336222,0.0003977880136746422,0.089729577111927528
-3.875,-0.25,0.00039755016913687561,0.00039699731268995429,0.057747303683270967
-3.875,-0.125,0.00039681385170202616,0.00039620661170526643,0.0257650302546166
-3.875,0,0.00039563697002803212,0.00039541591072057852,-0.0062172431740399603
-3.875,0.125,0.00039650348981900028,0.00039462520973589061,-0.03819951660269652
-3.875,0.25,0.00039385292588422946,0.00039383450875120281,-0.070181790031348695
-3.875,0.375,0.0003930438077665149,0.0003930438077665149,-0.10216406346000526
-3.875,0.5,0.00039332318150538776,0.0003926706439215352,-0.11725779466174427
-3.875,0.625,0.00039233980949772798,0.0003922974800765555,-0.13235152586348328
-3.875,0.75,0.0003922888456592442,0.00039192431623157579,-0.1474452570652223
-3.875,0.875,0.00039175117144397032,0.00039161484265159388,-0.15996284442833064
-3.875,1,0.00039181966646708173,0.00039130765045952904,-0.17238815421296944
-3.875,1.125,0.00039145999577880071,0.00039100273965538143,-0.1847211864191321
-3.875,1.25,0.00039130965565346674,0.0003908209729447971,-0.19207328632884671
-3.875,1.375,0.00039165249974735486,0.00039063920623421284,-0.19942538623855913
-3.875,1.5,0.00039090010245988017,0.00039056112941465531,-0.2025834374360222
-3.875,1.625,0.00039176741549992364,0.00039048305259509766,-0.20574148863348965
-3.875,1.75,0.00039216276723848899,0.00039040497577554008,-0.20889953983095491
-3.875,1.875,0.00039032689895598249,0.00039032689895598249,-0.21205759102842017
-3.875,2,0.00039098168558449959,0.00039037164416029567,-0.21024773700436084
-3.875,2.125,0.00039410829999951742,0.00039041638936460895,-0.20843788298029711
